"filename", "language", "Python", "Markdown", "Batch", "Shell Script", "YAML", "HTML", "JavaScript", "PostCSS", "JSON Lines", "comment", "blank", "total"
"d:\project\sentry-safety\data\pose_harvest.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 583, 0, 1, 584
"d:\project\sentry-safety\docs\api\alarm_push_api.md", "Markdown", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 28, 173
"d:\project\sentry-safety\docs\api\alarm_record_api.md", "Markdown", 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 45, 179
"d:\project\sentry-safety\docs\api\camera_api.md", "Markdown", 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 69, 324
"d:\project\sentry-safety\docs\superpowers\plans\2026-05-14-worklog-skill.md", "Markdown", 0, 411, 0, 0, 0, 0, 0, 0, 0, 0, 145, 556
"d:\project\sentry-safety\docs\superpowers\plans\2026-06-12-unified-alarm-level-vlm-review-plan.md", "Markdown", 0, 1045, 0, 0, 0, 0, 0, 0, 0, 0, 274, 1319
"d:\project\sentry-safety\docs\superpowers\plans\2026-06-30-glass-clay-ui.md", "Markdown", 0, 2304, 0, 0, 0, 0, 0, 0, 0, 14, 358, 2676
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-02-glass-clay-cool-slate-refinement.md", "Markdown", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 56, 179
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-02-monitor-brand-alert-cards-polish.md", "Markdown", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 45, 174
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-03-project-optimization.md", "Markdown", 0, 615, 0, 0, 0, 0, 0, 0, 0, 0, 144, 759
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-04-edge-on-demand-decode.md", "Markdown", 0, 1023, 0, 0, 0, 0, 0, 0, 0, 0, 352, 1375
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-06-resource-optimization.md", "Markdown", 0, 1037, 0, 0, 0, 0, 0, 0, 0, 0, 364, 1401
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-08-display-detection-interval-configurable.md", "Markdown", 0, 436, 0, 0, 0, 0, 0, 0, 0, 0, 133, 569
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-13-detection-frame-vlm-record-plan.md", "Markdown", 0, 570, 0, 0, 0, 0, 0, 0, 0, 0, 217, 787
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-13-detection-type-registry.md", "Markdown", 0, 2192, 0, 0, 0, 0, 0, 0, 0, 0, 548, 2740
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-14-detection-type-frontend.md", "Markdown", 0, 931, 0, 0, 0, 0, 0, 0, 0, 6, 167, 1104
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-21-model-algorithm-management.md", "Markdown", 0, 1302, 0, 0, 0, 0, 0, 0, 0, 2, 306, 1610
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-24-alarm-description-field.md", "Markdown", 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 107, 408
"d:\project\sentry-safety\docs\superpowers\plans\2026-07-24-model-management-colors.md", "Markdown", 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 36, 143
"d:\project\sentry-safety\docs\superpowers\specs\2026-04-23-safety-detection-design.md", "Markdown", 0, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 267, 1277
"d:\project\sentry-safety\docs\superpowers\specs\2026-04-27-frontend-design.md", "Markdown", 0, 375, 0, 0, 0, 0, 0, 0, 0, 0, 107, 482
"d:\project\sentry-safety\docs\superpowers\specs\2026-05-14-worklog-skill-design.md", "Markdown", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 41, 155
"d:\project\sentry-safety\docs\superpowers\specs\2026-05-15-settings-ui-unify-style-design.md", "Markdown", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 15, 69
"d:\project\sentry-safety\docs\superpowers\specs\2026-06-12-unified-alarm-level-vlm-review-design.md", "Markdown", 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 58, 307
"d:\project\sentry-safety\docs\superpowers\specs\2026-06-30-glass-clay-ui-design.md", "Markdown", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 86, 336
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-02-glass-clay-cool-slate-refinement.md", "Markdown", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 23, 83
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-02-left-sidebar-navigation-design.md", "Markdown", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 41, 166
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-02-monitor-brand-alert-cards-polish.md", "Markdown", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 32, 121
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-04-edge-on-demand-decode-design.md", "Markdown", 0, 312, 0, 0, 0, 0, 0, 0, 0, 0, 107, 419
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-06-resource-optimization-design.md", "Markdown", 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 100, 381
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-08-display-detection-interval-configurable.md", "Markdown", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 12, 91
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-13-detection-frame-vlm-record-design.md", "Markdown", 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 92, 336
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-13-detection-type-registry-design.md", "Markdown", 0, 414, 0, 0, 0, 0, 0, 0, 0, 0, 132, 546
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-14-detection-type-frontend-design.md", "Markdown", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 42, 177
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-21-model-algorithm-management-design.md", "Markdown", 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 43, 192
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-24-alarm-description-design.md", "Markdown", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 17, 84
"d:\project\sentry-safety\docs\superpowers\specs\2026-07-24-model-management-colors-design.md", "Markdown", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 8, 45
"d:\project\sentry-safety\frontend\safety_detection\algorithms.html", "HTML", 0, 0, 0, 0, 0, 407, 0, 0, 0, 2, 23, 432
"d:\project\sentry-safety\frontend\safety_detection\models.html", "HTML", 0, 0, 0, 0, 0, 256, 0, 0, 0, 3, 21, 280
"d:\project\sentry-safety\frontend\safety_detection\monitor.html", "HTML", 0, 0, 0, 0, 0, 572, 0, 0, 0, 4, 63, 639
"d:\project\sentry-safety\frontend\safety_detection\records.html", "HTML", 0, 0, 0, 0, 0, 545, 0, 0, 0, 6, 60, 611
"d:\project\sentry-safety\frontend\safety_detection\settings.html", "HTML", 0, 0, 0, 0, 0, 823, 0, 0, 0, 4, 86, 913
"d:\project\sentry-safety\frontend\safety_detection\shared.js", "JavaScript", 0, 0, 0, 0, 0, 0, 361, 0, 0, 38, 41, 440
"d:\project\sentry-safety\frontend\safety_detection\styles\glass-clay.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 466, 0, 13, 76, 555
"d:\project\sentry-safety\frontend\safety_detection\vue3.global.prod.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 1, 14
"d:\project\sentry-safety\install.sh", "Shell Script", 0, 0, 0, 222, 0, 0, 0, 0, 0, 25, 38, 285
"d:\project\sentry-safety\scripts\analyze_harvest.py", "Python", 100, 0, 0, 0, 0, 0, 0, 0, 0, 14, 20, 134
"d:\project\sentry-safety\scripts\compare_features.py", "Python", 34, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 57
"d:\project\sentry-safety\scripts\diagnose_sleep.py", "Python", 138, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 169
"d:\project\sentry-safety\scripts\harvest_labeled.py", "Python", 80, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 109
"d:\project\sentry-safety\scripts\harvest_video.py", "Python", 49, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 62
"d:\project\sentry-safety\scripts\rule_search.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 72
"d:\project\sentry-safety\snapshot-initial.yml", "YAML", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 110
"d:\project\sentry-safety\start.bat", "Batch", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\project\sentry-safety\start.sh", "Shell Script", 0, 0, 0, 37, 0, 0, 0, 0, 0, 9, 10, 56
"d:\project\sentry-safety\start_all.bat", "Batch", 0, 0, 41, 0, 0, 0, 0, 0, 0, 7, 10, 58
"d:\project\sentry-safety\start_all.sh", "Shell Script", 0, 0, 0, 34, 0, 0, 0, 0, 0, 7, 9, 50
"d:\project\sentry-safety\start_gpu.sh", "Shell Script", 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 6, 32
"d:\project\sentry-safety\stop.bat", "Batch", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\project\sentry-safety\stop_all.sh", "Shell Script", 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 7, 34
"d:\project\sentry-safety\tests\conftest.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 12
"d:\project\sentry-safety\tests\test_alarm_push.py", "Python", 135, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 168
"d:\project\sentry-safety\tests\test_alarm_state.py", "Python", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 81
"d:\project\sentry-safety\tests\test_algorithms_api.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 92
"d:\project\sentry-safety\tests\test_camera_config_api.py", "Python", 167, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 205
"d:\project\sentry-safety\tests\test_camera_manager_detection_frames.py", "Python", 50, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 66
"d:\project\sentry-safety\tests\test_camera_manager_fields.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 43
"d:\project\sentry-safety\tests\test_camera_manager_main_camera.py", "Python", 55, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 81
"d:\project\sentry-safety\tests\test_config_defaults.py", "Python", 41, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 61
"d:\project\sentry-safety\tests\test_config_registry.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 126
"d:\project\sentry-safety\tests\test_decode_scheduler.py", "Python", 138, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40, 183
"d:\project\sentry-safety\tests\test_detection_frame_files.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 86
"d:\project\sentry-safety\tests\test_detection_registry.py", "Python", 357, 0, 0, 0, 0, 0, 0, 0, 0, 19, 62, 438
"d:\project\sentry-safety\tests\test_detector_core_config.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 68
"d:\project\sentry-safety\tests\test_detector_core_detection_frames.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 115
"d:\project\sentry-safety\tests\test_detector_core_registry.py", "Python", 412, 0, 0, 0, 0, 0, 0, 0, 0, 26, 103, 541
"d:\project\sentry-safety\tests\test_detector_types_api.py", "Python", 262, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50, 315
"d:\project\sentry-safety\tests\test_frame_utils.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"d:\project\sentry-safety\tests\test_gpu_scheduler_busy.py", "Python", 72, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 88
"d:\project\sentry-safety\tests\test_inference_engine_registry.py", "Python", 145, 0, 0, 0, 0, 0, 0, 0, 0, 33, 43, 221
"d:\project\sentry-safety\tests\test_integration_resource_optimization.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 63
"d:\project\sentry-safety\tests\test_main_multi_detection_frames.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 91
"d:\project\sentry-safety\tests\test_main_multi_records.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 0, 15, 25, 111
"d:\project\sentry-safety\tests\test_main_multi_registry.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 70
"d:\project\sentry-safety\tests\test_model_registry.py", "Python", 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 74
"d:\project\sentry-safety\tests\test_models_api.py", "Python", 97, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 114
"d:\project\sentry-safety\tests\test_performance_storage.py", "Python", 95, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 123
"d:\project\sentry-safety\tests\test_schedule_sync.py", "Python", 79, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26, 115
"d:\project\sentry-safety\tests\test_select_main_camera_api.py", "Python", 130, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 152
"d:\project\sentry-safety\tests\test_selected_camera_display.py", "Python", 302, 0, 0, 0, 0, 0, 0, 0, 0, 12, 119, 433
"d:\project\sentry-safety\tests\test_sleep_detect.py", "Python", 211, 0, 0, 0, 0, 0, 0, 0, 0, 45, 57, 313
"d:\project\sentry-safety\tests\test_stream_failure_protection.py", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 141
"d:\project\sentry-safety\tests\test_understander_registry.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 47
"d:\project\sentry-safety\video_simulator.py", "Python", 577, 0, 0, 0, 0, 0, 0, 0, 0, 69, 77, 723
"Total", "-", 12850, 17157, 56, 337, 17210, 2603, 370, 466, 743, 1884, 7792, 61468
